Post Link,Title,CreationDate,AcceptedAnswerId,Score,ViewCount,Tags,Body,TagName
"46459","How can I change the tokens BERT uses so that each digit is a separate token?","2024-08-07 17:31:29","","0","30","<transformer><pytorch><bert><tokenization>","<p>Rather than have the tokenizer generate this sort of thing:</p>
<pre><code>&quot;$1009 Dollars&quot; =&gt; [&quot;$&quot;, &quot;100#&quot;, &quot;9&quot;, &quot;Dollars&quot;]
</code></pre>
<p>I'd like to have:</p>
<pre><code>&quot;$1009 Dollars&quot; =&gt; [&quot;$&quot;, &quot;1#&quot;, &quot;0#&quot;, &quot;0#&quot;, &quot;9&quot;, &quot;Dollars&quot;]
</code></pre>
<p>Is that possible? I know I'd need to add all the <code>n#</code> tokens, but I'd need to remove a lot of tokens as well. I'm guessing I'd need to build my transformer from scratch?</p>
<p>For reference, here's some example code that tokenizes this string:</p>
<pre><code>from transformers import AutoTokenizer, BertModel
import torch

tokenizer = AutoTokenizer.from_pretrained(&quot;bert-large-uncased&quot;)

inputs = tokenizer(&quot;$1009 Dollars&quot;, return_tensors=&quot;pt&quot;)
ids = inputs['input_ids']
for token_id in ids:
    token = tokenizer.convert_ids_to_tokens(token_id)
    print(token)
</code></pre>
<p>Here's the result I get:</p>
<pre><code>['[CLS]', '$', '100', '##9', 'dollars', '[SEP]']
</code></pre>
<p>How can I control what tokens go into my model?</p>
","bert"
"46067","How do transformer models handle negation in sentiment analysis","2024-06-25 00:58:21","","0","61","<transformer><attention><gpt><bert>","<p>I'm trying to understand how transformer models, such as BERT or GPT, handle negation in sentiment analysis. Specifically, I'm curious about how these models manage to correctly interpret sentences where negation changes the sentiment, such as &quot;The movie is not good.&quot;</p>
<p>A simple model using word embeddings + global averaging fails to handle negation properly. Intuitively, for example, if &quot;good&quot; has a positive sentiment score and &quot;bad&quot; has a negative sentiment score, a model might misinterpret &quot;not good&quot; by simply averaging the scores of &quot;not&quot; and &quot;good&quot;.</p>
<h3>Example Without Negation</h3>
<p>Consider the following sentences with sentiment words:</p>
<ul>
<li>&quot;The movie is good.&quot;</li>
<li>&quot;The movie is awesome.&quot;</li>
<li>&quot;The movie is terrible.&quot;</li>
</ul>
<p>Suppose we have the following word embeddings representing sentiment scores:</p>
<ul>
<li>&quot;good&quot; = [10]</li>
<li>&quot;awesome&quot; = [12]</li>
<li>&quot;terrible&quot; = [-10]</li>
</ul>
<p>Neutral words (assuming embeddings around 0):</p>
<ul>
<li>&quot;the&quot; = [0]</li>
<li>&quot;movie&quot; = [0]</li>
<li>&quot;is&quot; = [0]</li>
</ul>
<p>For these sentences, a simple global average of the sentiment scores works well:</p>
<ul>
<li>&quot;The movie is good&quot; = average([0, 0, 0, 10]) = 10 / 4 = 2.5 (positive sentiment)</li>
<li>&quot;The movie is awesome&quot; = average([0, 0, 0, 12]) = 12 / 4 = 3 (positive sentiment)</li>
<li>&quot;The movie is terrible&quot; = average([0, 0, 0, -10]) = -10 / 4 = -2.5 (negative sentiment)</li>
</ul>
<h3>Example With Negation</h3>
<p>Now, consider the sentence &quot;The movie is not good.&quot; In this case, the sentiment should be negative due to the presence of &quot;not.&quot; However, averaging the scores naively might not handle this correctly. For example:</p>
<ul>
<li>&quot;The movie is not good&quot; = average([0, 0, 0, -5 (for not), 10 (for good)]) = (0 + 0 + 0 - 5 + 10) / 5 = 5 / 5 = 1 (incorrectly positive)</li>
<li>&quot;The movie is not bad&quot; = average([0, 0, 0, -5, -9]) = (0 + 0 + 0 - 5 - 9) / 5 = -14 / 5 = -2.8 (incorrectly negative)</li>
</ul>
<h3>How Transformers Handle Negation</h3>
<p>Can someone explain, with a concrete example, how a transformer model like BERT or GPT can correctly understand and model negation in a sentence? Specifically, I'm interested in:</p>
<ul>
<li>How the self-attention mechanism captures the relationship between words like &quot;not&quot; and &quot;good&quot;.</li>
<li>An example with numerical values to illustrate the process.</li>
</ul>
","bert"
"46054","How is the bidirectional context achieved in BERT?","2024-06-23 11:11:39","46212","0","49","<transformer><attention><gpt><bert><language-model>","<p>I have read the paper &quot;BERT: Pre-training of Deep Bidirectional Transformers for Language Understanding&quot; by Jacob Devlin et al. (2018) and &quot;Improving Language Understanding by Generative Pre-training&quot; by Alec Radford et al. (2018).</p>
<p>I have understand that the largest difference between BERT and GPT is the direction of the context. BERT is bidirectional, while GPT is unidirectional. I have understand the difference visually thorugh Figure 3 of the BERT paper.
However, I have question about how the difference is achieved in more detailed level, such as implementation level. I have understand that the shortest way is to look at the code, but I am wondering if there is any explanation in the paper.
Especially, I am wondering how multiple outputs from previous transformer layers are combined as the input of the next layer in BERT (or so does GPT).</p>
<p>I have also looked at the paper &quot;Attention is All You Need&quot; by Vaswani et al. (2017) and found the following equation
<span class=""math-container"">$$ Attention(Q, K, V) = softmax(\frac{QK^T}{\sqrt{d_k}})V $$</span>
, but I am not sure about where does it implies the unidirectional context in the transformer architecture. (I think original transformer is unidirectional.)</p>
<p>I would appreciate it if you could explain how the bidirectional context is achieved in BERT.</p>
","bert"
"45780","How does BERT know how to where to add segment embeddings (i.e. to differentiate between two sentences packed in a single token sequence)","2024-05-23 01:45:39","","0","19","<transformer><bert>","<p>In addition to using a special [SEP] token to distinguish between two sentences, I understand that BERT also adds special learned embeddings to each sentence:</p>
<p>&quot;we add a learned embedding to every token indicating whether it belongs
to sentence A or sentence B&quot; (from the BERT paper)</p>
<p>To my understanding, BERT has no way of differentiating between the two sentences in the raw input apart from the [SEP] token between them, but the model architecture doesn't specifically recognize this as a special token; (from my understanding) the model learns to treat this as a separating token while pretraining (Is this correct? I'm not too sure about whether I understand this part correctly either). If this is true, how does the model know where to add the additional learned embedding to sentence A and B (i.e. how does it know which part of the input sequence is A and which part is B, so it can add the additional embeddings appropriately)?</p>
<p>Just a quick note that I am not very familiar with these topics, so please correct me if there are any additional bugs in my understanding that you can pick out! This would be very appreciated--I am quite certain I'm missing some key understanding here.</p>
","bert"
"45508","Is token mask masked in attention of encoders of bert?","2024-04-23 03:53:05","","0","34","<transformer><attention><bert><padding>","<p>I have recently researched on Bert structure. And the paper says we will mask some token at the input in 80%, 10% input be changed and 10% left remained. But I wonder if the mask token in the input be masked in attention of encoders layer? In that case, the input token of padding token and mask token is the same (equal 0). is it fine?</p>
","bert"
"45398","why we use learnable positional encoding instead of Sinusoidal positional encoding","2024-04-09 08:59:00","","1","287","<machine-learning><deep-learning><natural-language-processing><transformer><bert>","<p>In the original paper of <a href=""https://arxiv.org/pdf/1706.03762.pdf"" rel=""nofollow noreferrer"">transformers</a> they using positional encoding to capture the position of each word in the sentence and for calculate that it using sin and cos ,like shom in the image.<a href=""https://i.sstatic.net/pFtun.png"" rel=""nofollow noreferrer""><img src=""https://i.sstatic.net/pFtun.png"" alt=""Sinusoidal positional encoding"" /></a> In Bert and the author architecture that based on transformers ,they use learnable position encoding ,so they initialize the vectors of positional encoding randomly and then start to adjust them in training.<br>My question is why we use the learnable positional encoding, what is the objective?</p>
","bert"
"45198","Why are some of the weights not initialized from the pretrained model checkpoint (from hugging face)?","2024-03-22 11:41:34","","-1","529","<bert><huggingface>","<pre><code>import torch
from transformers import AutoTokenizer, AutoModelForSequenceClassification

# Load tokenizer and model
tokenizer = AutoTokenizer.from_pretrained(&quot;Maltehb/danish-bert-botxo&quot;)
model = AutoModelForSequenceClassification.from_pretrained(&quot;Maltehb/danish-bert-botxo&quot;)

# Text to classify
text = &quot;Det er en god dag&quot;

# Tokenize input text
inputs = tokenizer(text, return_tensors=&quot;pt&quot;)

# Forward pass through the model
outputs = model(**inputs)

# Get predicted probabilities for each class
probs = torch.softmax(outputs.logits, dim=1).detach().numpy()

print(probs)
# Predicted label
predicted_label = &quot;positive&quot; if probs[0][1] &gt; probs[0][0] else &quot;negative&quot;

print(&quot;positive prob:&quot;, probs[0][1])
print(&quot;negative prob:&quot;, probs[0][0])
print(f&quot;The sentiment of the text '{text}' is {predicted_label}.&quot;)
</code></pre>
<p>output:</p>
<pre><code>$ python temp.py 
Some weights of BertForSequenceClassification were not init
ialized from the model checkpoint at Maltehb/danish-bert-bo
txo and are newly initialized: ['classifier.bias', 'classifier.weight']
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.        
[[0.43838173 0.5616182 ]]
positive prob: 0.5616182
negative prob: 0.43838173
The sentiment of the text 'Det er en god dag' is positive.
</code></pre>
<p>I am surprised to read that <code>Some weights of BertForSequenceClassification were not init ialized from the model checkpoint at Maltehb/danish-bert-bo txo and are newly initialized: ['classifier.bias', 'classifier.weight']</code>.</p>
<p>If I understood it correctly, <a href=""https://huggingface.co/Maltehb/danish-bert-botxo?text=K%C3%B8benhavn+er+%5BMASK%5D+i+Danmark."" rel=""nofollow noreferrer"">Maltehb/danish-bert-bo
txo</a> is an already trained model, so I shouldn't have to train it again. So why were some of the weights not initialized  from the model checkpoint?</p>
","bert"
"43624","What does Figure 3 in the BERT paper represent?","2024-01-31 10:44:33","","2","50","<deep-learning><transformer><bert>","<p>The <a href=""https://arxiv.org/pdf/1810.04805.pdf"" rel=""nofollow noreferrer"">BERT paper</a> has the following diagram (Figure 3):</p>
<p><a href=""https://i.sstatic.net/UA8hj.png"" rel=""nofollow noreferrer""><img src=""https://i.sstatic.net/UA8hj.png"" alt=""enter image description here"" /></a></p>
<p>It's captioned &quot;Differences in pre-training model architectures&quot;.
However, I thought the BERT architecture was just a stack of attention blocks like this (from <a href=""https://huggingface.co/blog/bert-101"" rel=""nofollow noreferrer"">huggingface</a>):</p>
<p><a href=""https://i.sstatic.net/LZja3.png"" rel=""nofollow noreferrer""><img src=""https://i.sstatic.net/LZja3.png"" alt=""enter image description here"" /></a></p>
<p>My question: <strong>What is the BERT diagram supposed to mean?</strong></p>
<p>My best guess is that it represents the process of predicting an output sequence from a given input sequence. In other words, in the GPT model, one first samples with a sequence length of 1 to get next token T1, then we embed T1 via E2 and sample with a sequence of length 2 to get T2, and so on.</p>
<p>In BERT, I assume we mask all input tokens but the first, then sample the whole thing.</p>
<p>The problem is that I don't understand what the <code>Trm</code> blocks mean, or how this relates to the BERT architecture.</p>
","bert"
"43272","Is it possible to convert BERT embeddings to textual format?","2023-12-30 21:08:24","","1","75","<bert>","<p>There is a need of computation that needs to take place, although the person who is sending the raw data is concerned about privacy of such a data.
<code>Is it possible to gain contextual information or any information just from BERT vector embeddings?</code></p>
<p>If yes, how can one add <code>salt</code> to the BERT embeddings?</p>
","bert"
"43150","Which input embeddings are learned during pre-training in BERT? What about during fine-tuning?","2023-12-16 04:54:39","","0","80","<natural-language-processing><transformer><bert>","<p>I was reading the 2019 BERT paper and they mention how they use wordpieces that are then represented as the sum of token embeddings, segment embeddings, and positional embeddings. What is unclear to me is whether the token, segment and positional embeddings are all learned during pre-training AND whether they are modified during fine-tuning.</p>
<h2>Pre-Training:</h2>
<ul>
<li><strong>Sentence Embeddings:</strong> The paper says that the sentence embeddings are learned during pre-training (&quot;we add a learned embedding to every token indicating whether it belongs to sentence A or sentence B&quot;). <strong>am pretty confident about this.</strong></li>
<li><strong>Positional Embeddings:</strong> The paper does not say whether the positional embeddings are learned during pre-training. However, BERT relies on the transformer architecture from the &quot;Attention Is All You Need&quot; pa[er and I believe the positional embeddings in THAT paper are learned during what would pre-training for the BERT model. <strong>- Not so confident about this.</strong></li>
<li><strong>Token Embeddings:</strong> I'm guessing the token embeddings aren't learned during pre-training but before pre-training. Specifically, I hypothesize that the authors simply use the word piece embeddings approach to break up sentences into word &quot;pieces&quot; AND map each of these pieces to numbers, but this mapping is not modified during pre-training. <strong>- I'm very uncertain about this.</strong></li>
</ul>
<p><strong>Are positional embeddings and token embeddings learned during pre-training?</strong></p>
<h2>Fine-Tuning:</h2>
<p>Essentially the same question but for fine-tuning: are these embeddings typically modified during fine-tuning?</p>
","bert"
