Post Link,Title,CreationDate,AcceptedAnswerId,Score,ViewCount,Tags,Body,TagName
"78883331","GPT or the assistant forgets the conversation history and starts producing nonsensical responses","2024-08-17 21:46:09","","-3","25","<chatbot><openai-api><chatgpt-api><openai-assistants-api>","<p>I’ve been struggling with an issue that I haven’t been able to resolve for a while. The GPT or Assistant API doesn’t remember the conversation history.</p>
<p>The project is actually based on a simple logic:</p>
<p>X will provide its own information and give questions for the AI to ask. The AI will respond as X to the people it converses with and ask the questions.</p>
<p>However, after a few messages, the AI or assistant forgets the conversation history, and the project fails. I wanted to get your opinions on this; so far, I’ve tried using threading, sending the locally stored chat history along with the message, keeping a conversation record with a vector database and having the AI access this data, and using LangChain, but I haven’t reached a solution.</p>
<p>And I should mention that I used GPT-4o in trials outside of the assistant.</p>
<p>Do you have any suggestions for solving my problem?</p>
<p>I created a thread and worked with the Assistant API, but it still forgets the conversation history. I tried using a vector database to scan the conversation history, but it still forgets. I stored the chat history locally and sent it along with the user message, but it still forgot. I integrated LLMs like LangChain, but the result was the same.</p>
","chatgpt-api"
"78858912","How to read/extract text from PDFs through google drive api in custom chatgpt?","2024-08-11 17:03:35","","0","29","<artificial-intelligence><openai-api><chatgpt-api>","<p>We are facing problem when using Custom Chat GPT actions to read a PDF file stored on Google Drive, Although the connection to the Google API works perfectly for Google Docs, it seems unable to read or extract the text from PDF files. I'm attaching the problem message given by Custom GPT for your reference and the schema we used (1st schema is accessing and downloading the pdf file but could not able to read the content where as in the 2nd schema we wanted to change its document's format from pdf and then try to read it but we unable to do it)  .[<a href=""https://i.sstatic.net/z0nKsj5n.jpg"" rel=""nofollow noreferrer"">enter image description here</a>](<a href=""https://i.sstatic.net/UmJgd6fE.jpg"" rel=""nofollow noreferrer"">https://i.sstatic.net/UmJgd6fE.jpg</a>)</p>
<ul>
<li>
<pre><code>openapi: 3.1.0
info:
  title: Google Drive PDF API
  description: API to interact with Google Drive for handling PDF files, including listing, downloading, and converting PDF files.
  version: 1.0.0
servers:
  - url: https://www.googleapis.com/drive/v3
    description: Google Drive API v3
paths:
  /files:
    get:
      operationId: listPDFFiles
      summary: List PDF files in Google Drive
      description: Retrieves a list of PDF files in the user's Google Drive.
      parameters:
        - name: q
          in: query
          description: Query string for searching files. Only PDFs will be returned.
          required: false
          schema:
            type: string
            example: &quot;mimeType='application/pdf'&quot;
        - name: fields
          in: query
          description: Selector specifying a subset of fields to include in the response.
          required: false
          schema:
            type: string
            example: &quot;files(id,name,mimeType)&quot;
      responses:
        '200':
          description: A list of PDF files
          content:
            application/json:
              schema:
                type: object
                properties:
                  files:
                    type: array
                    items:
                      type: object
                      properties:
                        id:
                          type: string
                        name:
                          type: string
                        mimeType:
                          type: string
  /files/{fileId}:
    get:
      operationId: downloadPDFFile
      summary: Download a PDF file from Google Drive
      description: Downloads a PDF file from Google Drive by its file ID.
      parameters:
        - name: fileId
          in: path
          description: The ID of the PDF file to download.
          required: true
          schema:
            type: string
      responses:
        '200':
          description: PDF file downloaded successfully
          content:
            application/octet-stream:
              schema:
                type: string
                format: binary
  /files/{fileId}/export:
    get:
      operationId: convertPDFFile
      summary: Convert a PDF file to another format
      description: Converts a PDF file from Google Drive to a specified format (e.g., text or image).
      parameters:
        - name: fileId
          in: path
          description: The ID of the PDF file to convert.
          required: true
          schema:
            type: string
        - name: mimeType
          in: query
          description: The MIME type of the format to convert the PDF file to. Example formats could include &quot;text/plain&quot; or &quot;image/png&quot;.
          required: true
          schema:
            type: string
            example: &quot;text/plain&quot;
      responses:
        '200':
          description: PDF file converted successfully
          content:
            application/octet-stream:
              schema:
                type: string
                format: binary
components:
  securitySchemes:
    apiKeyAuth:
      type: apiKey
      in: query
      name: key
  schemas:
    File:
      type: object
      properties:
        id:
          type: string
        name:
          type: string
        mimeType:
          type: string
security:
  - apiKeyAuth: []
</code></pre>
</li>
</ul>
<p>schema 2:</p>
<ul>
<li>
<pre><code>openapi: 3.1.0
info:
  title: Google Drive PDF API
  description: API to interact with Google Drive for handling PDF files, including listing and downloading PDF files.
  version: 1.0.0
servers:
  - url: https://www.googleapis.com/drive/v3
    description: Google Drive API v3
paths:
  /files:
    get:
      operationId: listPDFFiles
      summary: List PDF files in Google Drive
      description: Retrieves a list of PDF files in the user's Google Drive.
      parameters:
        - name: q
          in: query
          description: Query string for searching files. Only PDFs will be returned.
          required: false
          schema:
            type: string
            example: &quot;mimeType='application/pdf'&quot;
        - name: fields
          in: query
          description: Selector specifying a subset of fields to include in the response.
          required: false
          schema:
            type: string
            example: &quot;files(id,name,mimeType)&quot;
      responses:
        '200':
          description: A list of PDF files
          content:
            application/json:
              schema:
                type: object
                properties:
                  files:
                    type: array
                    items:
                      type: object
                      properties:
                        id:
                          type: string
                        name:
                          type: string
                        mimeType:
                          type: string
  /files/{fileId}:
    get:
      operationId: downloadPDFFile
      summary: Download a PDF file from Google Drive
      description: Downloads a PDF file from Google Drive by its file ID.
      parameters:
        - name: fileId
          in: path
          description: The ID of the PDF file to download.
          required: true
          schema:
            type: string
      responses:
        '200':
          description: PDF file downloaded successfully
          content:
            application/octet-stream:
              schema:
                type: string
                format: binary
  /files/{fileId}/export:
    get:
      operationId: convertPDFFile
      summary: Convert a PDF file to another format
      description: Converts a PDF file from Google Drive to a specified format (e.g., text or image).
      parameters:
        - name: fileId
          in: path
          description: The ID of the PDF file to convert.
          required: true
          schema:
            type: string
        - name: mimeType
          in: query
          description: The MIME type of the format to convert the PDF file to. Example formats could include &quot;text/plain&quot; or &quot;image/png&quot;.
          required: true
          schema:
            type: string
            example: &quot;text/plain&quot;
      responses:
        '200':
          description: PDF file converted successfully
          content:
            application/octet-stream:
              schema:
                type: string
                format: binary
components:
  securitySchemes:
    apiKeyAuth:
      type: apiKey
      in: query
      name: key
  schemas:
    File:
      type: object
      properties:
        id:
          type: string
        name:
          type: string
        mimeType:
          type: string
security:
  - apiKeyAuth: []
</code></pre>
</li>
</ul>
<p>The goal is to use the Google Drive API to access and retrieve these PDF files, and then use a custom GPT (Generative Pre-trained Transformer) model to read and extract text from them. The extracted text will be used for further processing.</p>
<p><strong>Expected Outcome:</strong> A solution that can access PDF files in Google Drive, extract the text from them, and integrate this text with a custom GPT model for various applications, such as content analysis or automated summarization.</p>
","chatgpt-api"
"78852810","Nextjs Pages router - OpenAI GPT assistant not receiving output","2024-08-09 12:36:26","","1","26","<next.js><openai-api><chatgpt-api>","<p>I'm working on a codebase that uses the Next.js <code>Pages Router</code>. However, I can't seem to find any documentation supporting the use of the <code>useAssistant</code> hook from the Vercel ai/sdk with the <code>Pages</code> <code>Router</code>. I understand that it's recommended to use the App Router API for this purpose, but for this project, I've been asked to stick with the Pages.</p>
<p>I'm receiving a 200 response from the POST request when connecting to the GPT assistant when I insert an input, however, no output is being returned. Could someone help to resolve this issue? Thanks!</p>
<p>I have the following piece of code in the directory <code>pages/api/assistant/index.tsx</code></p>
<pre><code>import { NextApiRequest, NextApiResponse } from &quot;next&quot;;
import { AssistantResponse } from &quot;ai&quot;;
import OpenAI from &quot;openai&quot;;

const openai = new OpenAI({
  apiKey: process.env.OPENAI_API_KEY || &quot;&quot;,
});

// Allow streaming responses up to 30 seconds
export const maxDuration = 30;

export default async function handler(req: NextApiRequest, res: NextApiResponse) {
  if (req.method !== &quot;POST&quot;) {
    return res.status(405).json({ error: &quot;Method not allowed&quot; });
  }

  try {
    const input: {
      threadId: string | null;
      message: string;
    } = req.body;

    const threadId = input.threadId ?? (await openai.beta.threads.create({})).id;

    const createdMessage = await openai.beta.threads.messages.create(threadId, {
      role: &quot;user&quot;,
      content: input.message,
    });

    await AssistantResponse(
      { threadId, messageId: createdMessage.id },
      async ({ forwardStream, sendDataMessage }) =&gt; {
        let runStream = openai.beta.threads.runs.stream(threadId, {
          assistant_id:
            process.env.ASSISTANT_ID ??
            (() =&gt; {
              throw new Error(&quot;ASSISTANT_ID is not set&quot;);
            })(),
        });

        let runResult = await forwardStream(runStream);

        while (
          runResult?.status === &quot;requires_action&quot; &amp;&amp;
          runResult.required_action?.type === &quot;submit_tool_outputs&quot;
        ) {
          const tool_outputs = runResult.required_action.submit_tool_outputs.tool_calls.map(
            (toolCall: any) =&gt; {
              const parameters = JSON.parse(toolCall.function.arguments);

              switch (toolCall.function.name) {
                // configure your tool calls here

                default:
                  throw new Error(`Unknown tool call function: ${toolCall.function.name}`);
              }
            },
          );

          runResult = await forwardStream(
            openai.beta.threads.runs.submitToolOutputsStream(threadId, runResult.id, {
              tool_outputs,
            }),
          );
        }
      },
    );

    res.status(200).json({ threadId, messageId: createdMessage.id });
  } catch (error) {
    console.error(&quot;Error handling request:&quot;, error);
    res.status(500).json({ error: &quot;Internal Server Error&quot; });
  }
}

</code></pre>
<p>Then I have the output in a component like so <code>components/Statistics.tsx</code></p>
<pre><code>const { status, messages, setInput, input, submitMessage, handleInputChange } = useAssistant({
    api: &quot;/api/assistant&quot;,
  });


  const whatsWorking = messages
    .filter((m) =&gt; m.role === &quot;assistant&quot;)
    .map((m) =&gt; {
      const parsedContent = parseContent(m.content);
      return parsedContent ? parsedContent.whatsWorking : &quot;loading...&quot;;
    });

  const whatNeedsImproving = messages
    .filter((m) =&gt; m.role === &quot;assistant&quot;)
    .map((m) =&gt; {
      const parsedContent = parseContent(m.content);
      return parsedContent ? parsedContent.whatsNeedsImproving : &quot;loading...&quot;;
    });

  console.log(&quot;this is the working message&quot;, whatsWorking);
  console.log(&quot;this is the working message&quot;, whatNeedsImproving);

eturn (
    &lt;Grid container spacing={3}&gt;
      &lt;Grid item md={6} xs={12}&gt;
        &lt;form onSubmit={submitMessage}&gt;
          &lt;input value={input} onChange={handleInputChange} /&gt;
          &lt;button type=&quot;submit&quot;&gt;submit&lt;/button&gt;
        &lt;/form&gt;
        &lt;Box
          info={whatsWorking}
        /&gt;
      &lt;/Grid&gt;
      &lt;Grid item md={6} xs={12}&gt;
        &lt;Box
          info={whatNeedsImproving}
        /&gt;
      &lt;/Grid&gt;

</code></pre>
","chatgpt-api"
"78848020","Invalid content type. image_url is only supported by certain models","2024-08-08 11:00:34","","1","40","<python><openai-api><chatgpt-api>","<p>That's my Python request:</p>
<pre><code>def analyze_screenshot_base64(encoded_image):
    headers = {
        &quot;Content-Type&quot;: &quot;application/json&quot;,
        &quot;Authorization&quot;: f&quot;Bearer {openai.api_key}&quot;
    }

    payload = {
        &quot;model&quot;: &quot;gpt-4o-mini&quot;,
        &quot;messages&quot;: [
            {
                &quot;role&quot;: &quot;user&quot;,
                &quot;content&quot;: [
                    {
                        &quot;type&quot;: &quot;text&quot;,
                        &quot;text&quot;: &quot;Develop a trading setup (LONG or SHORT) with a CRV of at least 5 based on this chart. Include entry price, stop loss, and take profit levels.&quot;
                    },
                    {
                        &quot;type&quot;: &quot;image_url&quot;,
                        &quot;image&quot;: {
                            &quot;url&quot;: f&quot;data:image/png;base64,{encoded_image}&quot;
                        }
                    }
                ]
            }
        ],
        &quot;max_tokens&quot;: 300
    }

    response = requests.post(&quot;https://api.openai.com/v1/chat/completions&quot;, headers=headers, json=payload)
    return response.json()
</code></pre>
<p>But the API returns me:</p>
<blockquote>
<p>{'error': {'message': 'Invalid content type. image_url is only
supported by certain models.', 'type': 'invalid_request_error',
'param': 'messages.[0].content.[1].type', 'code': None}}</p>
</blockquote>
<p>What could be the problem?</p>
","chatgpt-api"
"78847255","Issue with JSON Extraction: GPT-3.5 Turbo vs. GPT-4 o-Mini Module","2024-08-08 08:16:18","","0","33","<token><openai-api><chatgpt-api><gpt-4o-mini>","<p>I'm facing a challenge with extracting JSON data from files using different AI models and could use some help.</p>
<p>Problem Description:
When I provide file content to ChatGPT 3.5 Turbo, I receive a complete JSON output. However, when using the GPT-4 o-Mini module via the external OpenAI API, which has a higher input token limit of 8192, I’m not getting the full JSON data.</p>
<p>Details:</p>
<p>Models: GPT-3.5 Turbo vs. GPT-4 o-Mini
Input Tokens Limit: 8192 (GPT-4 o-Mini) vs. a lesser limit for GPT-3.5 Turbo
Issue: Despite the higher token limit of GPT-4 o-Mini, I'm receiving incomplete JSON data from it, whereas GPT-3.5 Turbo provides the full output.
Steps Taken:</p>
<p>Provided file content to GPT-3.5 Turbo – received the full JSON output.
Used the external OpenAI API with GPT-4 o-Mini – resulted in incomplete JSON data.
Question:
Has anyone experienced similar issues with token limits affecting the completeness of data extraction? What are some best practices for ensuring complete JSON extraction with models like GPT-4 o-Mini, especially when handling larger inputs?</p>
<p>Any advice or suggestions would be greatly appreciated!</p>
<p>Thanks in advance for your help!</p>
<p>Any advice or suggestions would be greatly appreciated!</p>
","chatgpt-api"
"78846329","How to Stream Langchain (Create pandas dataframe agent) with Azurechatgpt results in Flask Api","2024-08-08 02:38:47","","0","40","<python><flask><openai-api><langchain><chatgpt-api>","<p>I want to stream my langchain implementation as response in Flask api. The streaming is Taking place but while running the api in the postman, i can see the result only after the stream ends. I am using pandas dataframe agent from langchain combined with chatgpt.</p>
<pre><code># Initialize Azure ChatOpenAI
llm = AzureChatOpenAI(
    azure_deployment=&quot;gpt-4o&quot;,
    api_version=&quot;2024-02-15-preview&quot;,
    temperature=0,
    max_tokens=2000,
    timeout=None,
    max_retries=2,
    streaming=True,
    callbacks=[StreamingStdOutCallbackHandler()],
)

# Load the Excel file into a DataFrame
df = pd.read_excel(&quot;Agent&quot;)

# Create the Pandas DataFrame agent
agent = create_pandas_dataframe_agent(
    llm,
    df,
    verbose=False,
    agent_type=AgentType.OPENAI_FUNCTIONS,
    allow_dangerous_code=True
)

@app.route('/stream', methods=['GET'])
def stream():
    
    query = &quot;&quot;&quot;
Provide me the following results\n\n
1. TL records
import pandas as pd
.......
&quot;&quot;&quot;
    escaped_query = query.replace('\n', '\\n').replace('\'', '\\\'').replace('\&quot;', '\\\&quot;')

    # Create the payload
    payload = {
        &quot;arguments&quot;: json.dumps({&quot;query&quot;: escaped_query}),
        &quot;name&quot;: &quot;python_repl_ast&quot;
    }

    # Convert to JSON string
    payload_json = json.dumps(payload)

    def generate():
        # Invoke the agent with the properly formatted payload
        result = agent.invoke(payload_json)
        output = result.get('output', '')

        # Streaming output chunk by chunk as JSON objects
        for line in output.splitlines():
            yield json.dumps({&quot;response&quot;: line}) + &quot;\n&quot;

        # Ensure the response ends properly
        yield json.dumps({&quot;response&quot;: &quot;Stream complete&quot;}) + &quot;\n&quot;

    return Response(generate(), content_type='text/event-stream')
</code></pre>
","chatgpt-api"
"78835650","Custom formulas in Google Sheets to interact with OpenAI (ChatGPT)","2024-08-05 17:14:59","","-3","63","<google-sheets><google-apps-script><openai-api><chatgpt-api>","<p>Alternative title:</p>
<p><strong>Accessing OpenAI from Google Sheets (using Google Apps Script and a custom formula)</strong></p>
<p><strong>Creating a Flexible and Granular Custom Formula to Access OpenAI in Google Sheets</strong></p>
<p>I am integrating OpenAI's API into <strong>Google Sheets</strong> using Google <strong>Apps Script</strong> and custom formulas. I need a solution that allows flexibility in the provided <em>prompts</em> (single string, selection of cells, etc.) and granularity in specifying <em>parameters</em> (temperature, max tokens, etc.).</p>
<p>I have found some resources, such as this <a href=""https://stackoverflow.com/questions/74768380/integrate-openai-on-google-spreadsheet"">post</a> and this <a href=""https://www.youtube.com/watch?v=k3aLUErDgOM"" rel=""nofollow noreferrer"">video with script</a>, but they don't offer the flexibility and granularity I require.</p>
<p>How can I modify my Google Apps Script to achieve these requirements?</p>
<p>In particular, I need:</p>
<ul>
<li>Prevent multiple calls, which will consume your credit very fast.</li>
<li>Flexibility in what is provided as prompt (a single string, selection of cells, etc)</li>
<li>Granularity: Be able to go down to specific parameters if needed (temperature, max tokens, etc.)</li>
</ul>
","chatgpt-api"
"78833840","OpenAI GPT API Upload Document and ask about it","2024-08-05 09:51:23","","0","41","<openai-api><chatgpt-api>","<p>I am trying to upload a PDF file and ask GPT to give me a Json object containing it's data by what GPT understood.
here is my code:</p>
<pre><code>app.get(&quot;/&quot;, async (req: Request, res: Response) =&gt; {
  if (!openai) {
    res.status(500).send(&quot;OpenAI object not created&quot;);
    return;
  }

  // Step 1: Upload the PDF file
  const response = await openai.files.create({
    purpose: &quot;assistants&quot;,
    file: fs.createReadStream(&quot;./test.pdf&quot;),
  });

  // Step 2: Ask OpenAI to convert the PDF to JSON and extract data
  const completion = await openai.chat.completions.create({
    model: &quot;gpt-4o&quot;,
    messages: [
      {
        role: &quot;assistant&quot;,
        content: &quot;get all the datafrom the pdf file I uploaded&quot;,
      },
    ],
    temperature: 0.7,
  });

  // Step 3: Handle the response and extract the data
  const data = completion; // Adjust this based on the actual response structure

  res.send(data);
});
</code></pre>
<p>I also need to get data out of an image (jpg)
the output I get is:</p>
<pre><code>{
    &quot;id&quot;: &quot;chatcmpl-9sodJtcgf7l5sDTbzY0yHJ7o9jd6u&quot;,
    &quot;object&quot;: &quot;chat.completion&quot;,
    &quot;created&quot;: 1722851373,
    &quot;model&quot;: &quot;gpt-4o-2024-05-13&quot;,
    &quot;choices&quot;: [
        {
            &quot;index&quot;: 0,
            &quot;message&quot;: {
                &quot;role&quot;: &quot;assistant&quot;,
                &quot;content&quot;: &quot;I'm sorry, but I cannot access or retrieve data from the PDF file you mentioned. However, if you can provide the text or specific details from the document, I'd be happy to help you interpret or analyze the information. Please let me know how you would like to proceed!&quot;
            },
            &quot;logprobs&quot;: null,
            &quot;finish_reason&quot;: &quot;stop&quot;
        }
    ],
    &quot;usage&quot;: {
        &quot;prompt_tokens&quot;: 19,
        &quot;completion_tokens&quot;: 55,
        &quot;total_tokens&quot;: 74
    },
    &quot;system_fingerprint&quot;: &quot;fp_4e2b2da518&quot; }
</code></pre>
<p>Let me how can I link the document to the question because Im using Node JS with Typescript with the offical openai library and Im struggeling with that</p>
","chatgpt-api"
"78826853","How do I train an assistant api on yelp dataset using OpenAi api dashboard?","2024-08-02 18:50:04","","0","17","<openai-api><training-data><chatgpt-api><fine-tuning>","<p>I have the yelp acedemic dataset, if possible I would like to find another new dataset that maybe more up to date and includes all businesses in New York State. So right now with the dataset i have it is all in json files, and I am not sure how to train the assistant I am creating for my api for my webpage. Does anyone know how I can train a model?</p>
<p>I have tried converting the json files into jsonl but they are extremely large and i am having trouble converting them. Everytime I put the json files into the file storage it will work on some and fail on others that are too big i presume becasue they are 5.2 million KB. Even when the files that have like 160k KB manage to get through the downloading stage, they fail to be indexed. Does anyone have any steps I can take to actually teach a model and use it for my api ?</p>
","chatgpt-api"
"78821168","OpenAI API doesn’t allow two concurrent runs on same assistant","2024-08-01 13:14:09","","0","19","<python><streaming><openai-api><chatgpt-api>","<p>I loop through the getFromPdf function like so:</p>
<pre><code>for index, row in df.iterrows():
var1= row['var1']
var2= row['var2']
aiapi.getFromPdf(var1, var2, 'asst-zxc123', 'file-zxc123')
</code></pre>
<p>For the first item in the df this works just fine and I get the desired reply! However, from the second item onward it keeps failing.</p>
<pre><code>def getFromPdf(var1, var2, assistantid, fileid):
client = OpenAI()

thread = client.beta.threads.create(
    messages=[
        {
            &quot;role&quot;: &quot;user&quot;,
            &quot;content&quot;:
            f&quot;Logic with varable {var1} and {var2} based on the attached file!&quot;
            ,
            &quot;attachments&quot;: [
                {&quot;file_id&quot;: fileid, &quot;tools&quot;: [{&quot;type&quot;: &quot;file_search&quot;}]}
            ],
        },
    ]
)

run = client.beta.threads.runs.create_and_poll(
    thread_id=thread.id,
    assistant_id=assistantid,
    instructions=&quot;Address the user as john doe.&quot;,
)

if run.status == 'completed': 
    messages = client.beta.threads.messages.list(
    thread_id=thread.id
    )
    print(messages)
else:
    print(run.status)
</code></pre>
<p>I have exactly the same issue when streaming and using <code>class EventHandler(AssistantEventHandler)</code>.</p>
<p>How do I use the same assistant twice in a row without failure?</p>
","chatgpt-api"
