Post Link,Title,CreationDate,AcceptedAnswerId,Score,ViewCount,Tags,Body,TagName
"129543","Generating transaction data for a dataset to train on","2024-06-27 22:30:47","","0","19","<machine-learning><dataset><data><supervised-learning><language-model>","<p>My project is to predict what payment option a customer might use depending on various factors on a checkout screen.</p>
<p>For example here are some of the fields I would have</p>
<hr />
<p><em>Variables</em> : <strong>User_Location   Product_Category First_Time_Purchase    Repeat_Purchase Historical_Payment_Method   Payment_Option_Chosen</strong></p>
<p><em>Variable Values</em>: China    Electronics No                   Yes                Wallet                       Wallet</p>
<hr />
<p>Apologies for the bad formatting, was not sure how else to portray this. Those are some of the example fields I'd like to use and create personas of. The issue is the data is not readily available anywhere. An idea I had was to create some sort of system for generating synthetic data about transactional info.</p>
<p>The data has to be teach the model, lets say someone from China wants to buy fashion item, on their android, they will most likely choose x payment method, however they may also choose y payment method. There has to patterns the ML can recognise and learn from. The issue is I have no idea how to generate 100s of these personas that will allow a ML model to properly learn from these patterns. Perhaps fine tune a LLM that could generate rules based on these type of examples.</p>
<p>Is there a method to do this properly ?</p>
<p>Any suggestions or pointers would be greatly appreciated, as its been a problem I've had for a long time now.</p>
","language-model"
"129347","What are the key quality metrics for large language model releases?","2024-06-08 21:15:47","","0","7","<machine-learning><language-model>","<p>I am a first year PhD student working on improving the release practices of Machine Learning Models, especially pre-trained large language models. I want to understand the above concept for a preliminary learning and opinion from the experts.</p>
<p>I have been reading different articles, but still need experts' opinions.</p>
","language-model"
"129339","What is query generation re-ranking method?","2024-06-08 04:39:28","","0","6","<deep-learning><nlp><language-model><information-retrieval>","<p>I am reading up on reranking methodologies that leverage LLMs. Relevant <a href=""https://arxiv.org/pdf/2304.09542"" rel=""nofollow noreferrer"">literature</a>.</p>
<p>One of the methods suggested is query generation
<a href=""https://i.sstatic.net/nSADiKeP.png"" rel=""nofollow noreferrer""><img src=""https://i.sstatic.net/nSADiKeP.png"" alt=""enter image description here"" /></a></p>
<p>Or, the same methodology from another <a href=""https://www.rungalileo.io/blog/mastering-rag-how-to-select-a-reranking-model#:%7E:text=colbert%2Dv1%2Den-,LLMs%20for%20Reranking,-As%20LLMs%20grow"" rel=""nofollow noreferrer"">source</a>
<a href=""https://i.sstatic.net/JpoqD6u2.png"" rel=""nofollow noreferrer""><img src=""https://i.sstatic.net/JpoqD6u2.png"" alt=""enter image description here"" /></a></p>
<p>The task is to rank the passages according to their relevance to a given passage</p>
<p>Here they suggest giving the LLM the context and asking it to generate a query. How does this help rank the contexts as per their relevance to the given query? We generate a query given all the contexts.. Now what?</p>
","language-model"
"129249","How to find out that a conversation with a chatbot is likely ended","2024-05-31 09:50:56","","0","10","<python><nlp><language-model><chatbot>","<p>I'm working on a ChatBot with <code>Python</code> and <code>langchain</code>, and I'd like to have a metric that I could use to understand how close we are to the completion of a discussion.</p>
<p>So, for instance, that metric should score high if the last sentence of the history was <code>Goodbye</code> or <code>I see that we both agree</code>, or any other that somehow implies that the probability that we'll continue with the same topic is low.</p>
<p>Is there something that I can use on langchain or another library to help me with this?</p>
","language-model"
"129099","Callback handlers in Langchain","2024-05-16 20:42:19","129161","1","42","<python><language-model><llm>","<p>This might be an odd question, but why is there two codes for the class BaseCallbackHandler?</p>
<p><a href=""https://api.python.langchain.com/en/latest/_modules/langchain_core/callbacks/base.html#BaseCallbackHandler"" rel=""nofollow noreferrer"">https://api.python.langchain.com/en/latest/_modules/langchain_core/callbacks/base.html#BaseCallbackHandler</a></p>
<p><a href=""https://python.langchain.com/v0.1/docs/modules/callbacks/"" rel=""nofollow noreferrer"">https://python.langchain.com/v0.1/docs/modules/callbacks/</a></p>
","language-model"
"128492","How is a causal language model correctly fine-tuned?","2024-03-29 11:55:58","","0","39","<nlp><language-model><finetuning>","<p>I want to fine-tune an SLM like Phi-2 through the huggingface API. I am in doubt how to achieve that, because I see two ways to do that and I am wondering which is the correct way.</p>
<p>The task is just a sequence to sequence mapping. For the sake of simplicity let's just assume we do summarization.</p>
<p>There seem to be two possibilities to achieve this, and here I would like some clarification, if that is true and/or if there is a preferred way to do this.</p>
<p><strong>Possibility 1:</strong></p>
<p>Now, to get a head start I was looking around and trying to find scripts and tutorials. I found <a href=""https://medium.com/thedeephub/optimizing-phi-2-a-deep-dive-into-fine-tuning-small-language-models-9d545ac90a99"" rel=""nofollow noreferrer"">this</a> one here, but I am genuinely confused, because it seems to me the author creates one single prompt with input <em>and</em> target sequence formatted in one place. There is no such thing as a label sequence that is expected to predicted but it's much more trained in a self-supervised or auto-encoder fashion. In code he writes the collate function that creates the dataset like this:</p>
<pre><code>def collate_and_tokenize(examples):

    question = examples[&quot;question&quot;][0].replace('&quot;', r'\&quot;')
    answer = examples[&quot;answer&quot;][0].replace('&quot;', r'\&quot;')
    #unpacking the list of references and creating one string for reference
    references = '\n'.join([f&quot;[{index + 1}] {string}&quot; for index, string in enumerate(examples[&quot;references&quot;][0])])

    #Merging into one prompt for tokenization and training
    prompt = f&quot;&quot;&quot;###System:
Read the references provided and answer the corresponding question.
###References:
{references}
###Question:
{question}
###Answer:
{answer}&quot;&quot;&quot;

    encoded = tokenizer(
        prompt,
        return_tensors=&quot;np&quot;,
        padding=&quot;max_length&quot;,
        truncation=True,
        max_length=2048,
    )

    encoded[&quot;labels&quot;] = encoded[&quot;input_ids&quot;]
    return encoded
</code></pre>
<p>During inference, logically, he then proceeds and feeds something like this:</p>
<pre><code>new_prompt = &quot;&quot;&quot;###System: 
Read the references provided and answer the corresponding question.
###References:
[1] For most people, the act of reading is a reward in itself. However, studies show that reading books also has benefits that range from a longer life to career success. If you’re looking for reasons to pick up a book, read on for seven science-backed reasons why reading is good for your health, relationships and happiness.
[2] As per a study, one of the prime benefits of reading books is slowing down mental disorders such as Alzheimer’s and Dementia  It happens since reading stimulates the brain and keeps it active, which allows it to retain its power and capacity.
[3] Another one of the benefits of reading books is that they can improve our ability to empathize with others. And empathy has many benefits – it can reduce stress, improve our relationships, and inform our moral compasses.
[4] Here are 10 benefits of reading that illustrate the importance of reading books. When you read every day you:
[5] Why is reading good for you? Reading is good for you because it improves your focus, memory, empathy, and communication skills. It can reduce stress, improve your mental health, and help you live longer. Reading also allows you to learn new things to help you succeed in your work and relationships.
###Question:
Why is reading books widely considered to be beneficial?
###Answer:
&quot;&quot;&quot;
</code></pre>
<p>where the model is asked to just generate answer. I get that, it makes sense, but I was expecting the following.</p>
<p><strong>Possibility 2:</strong></p>
<p>In the above mentioned tutorial the author just sets the labels equal to the <code>input_ids</code>. I would have done differently, such that I encode the target sequence and have that be my labels. This is how I feel like OpenAI's API works, but who knows what they are doing in the background ...</p>
<hr />
<p>My questions all go in the direction of: what is correct? Is there a <em>correct</em> way? What is prefered? Do both approaches achieve the same thing?</p>
<p>Thank you. Please ask clarifying questions if I wasn't clear somewhere.</p>
","language-model"
"128295","Converting relational database into vector database","2024-03-14 13:57:36","","0","43","<language-model><databases><llm><vector-database>","<p>Is there any open-source tools for converting relational database to vector database to be used in llm applications? Which steps can be taken in the conversion?</p>
","language-model"
"128259","What is system prompt in fine tuning of GPT3.5 for natural language to sql queries","2024-03-12 11:58:46","","0","16","<language-model><sql><gpt><prompt-engineering>","<p>What exactly is a system prompt while finetuning GPT3.5 or a language model in general? How can I build system prompt for the task of converting natural language to SQL queries</p>
","language-model"
"128203","what is the main difference between ROUGE and BLUE?","2024-03-07 11:58:40","","0","17","<nlp><transformer><model-evaluations><language-model><llm>","<p>Both (ROUGE, BLUE) are useful to find the similarity between machine generated summary and reference summary.</p>
<p>what is the main difference?</p>
","language-model"
"128097","What languages llama2 supports?","2024-02-29 14:34:00","128098","0","29","<language-model>","<p>Which languages llama2 supports? I looked at the docs and huggingface but I couldn't find a list. Just it says usage in other languages than English as out-of-scope.</p>
","language-model"
